Product,Adverse Event,Count,Expected Count,p_value,PRR,product margin,event margin,fdr
ETOPOSIDE,METASTASIS,8.0,0.2638109151622665,0.0,35.538038588625,477.0,53.0,1.0537024870777449e-07
ETOPOSIDE,NEUTROPENIA,28.0,4.230929771470312,0.0,6.809295729277155,477.0,850.0,1.0741663294173475e-07
ETOPOSIDE,OFF LABEL USE,52.0,14.803276635709068,0.0,3.557452535905815,477.0,2974.0,1.0818568121469909e-07
ETOPOSIDE,POSTERIOR REVERSIBLE ENCEPHALOPATHY SYNDROME,7.0,0.2638109151622665,0.0,30.419788467276273,477.0,53.0,1.0908836606633652e-07
EVEROLIMUS,MALIGNANT NEOPLASM PROGRESSION,11.0,0.5509130752373995,0.0,20.478213502606103,126.0,419.0,1.1711494724000622e-07
EVEROLIMUS,STOMATITIS,12.0,0.44309715120525933,0.0,28.04512819649893,126.0,337.0,1.200105672197732e-07
EVOLOCUMAB,ACCIDENTAL EXPOSURE TO PRODUCT,17.0,0.30512365647500783,0.0,61.71612899244123,170.0,172.0,1.2099239024071188e-07
EVOLOCUMAB,DEVICE DIFFICULT TO USE,61.0,0.21642491912762182,0.0,562.7058814304725,170.0,122.0,1.2203049146941838e-07
EVOLOCUMAB,DEVICE USE ERROR,19.0,0.1436919545027653,0.0,172.44212495905913,170.0,81.0,1.220633669406933e-07
EVOLOCUMAB,DRUG DOSE OMISSION BY DEVICE,90.0,0.3654387978712303,0.0,436.5821497250559,170.0,206.0,1.2218987160516652e-07
ETOPOSIDE,MUCOSAL INFLAMMATION,15.0,0.9108942919753731,0.0,17.84834530234394,477.0,183.0,1.0541827914103758e-07
ETONOGESTREL,MEDICAL DEVICE COMPLICATION,11.0,0.08738390900553063,0.0,146.08268568972306,106.0,79.0,9.275791705361322e-08
ETONOGESTREL,IMPLANT SITE PAIN,4.0,0.007742878013148284,0.0,1204.075431562266,106.0,7.0,9.241038104464931e-08
ETONOGESTREL,DEVICE KINK,4.0,0.006636752582698528,0.0,1806.1131172415146,106.0,6.0,9.220398297960425e-08
